listing_id,adjusted_price_original,available,adjusted_price_sum,precio_rango,precio_1000000,precio_2000000,precio_2800000,precio_3647810
34973280,8497,f,2353669.0,2800000,0,0,1,0
4965697,6439,f,2350235.0,2800000,0,0,1,0
23310023,8497,f,2345172.0,2800000,0,0,1,0
28311482,1135,f,2330676.0,2800000,0,0,1,0
23693306,6372,f,2325780.0,2800000,0,0,1,0
34540407,5244,f,2323930.0,2800000,0,0,1,0
20379910,6372,f,2322480.0,2800000,0,0,1,0
32328142,6272,f,2321932.0,2800000,0,0,1,0
31033676,6306,f,2301690.0,2800000,0,0,1,0
32698263,6306,f,2301690.0,2800000,0,0,1,0
22700554,6306,f,2301690.0,2800000,0,0,1,0
32495329,6306,f,2301690.0,2800000,0,0,1,0
34136207,6306,f,2301690.0,2800000,0,0,1,0
16576345,8297,f,2298269.0,2800000,0,0,1,0
16578823,8297,f,2298269.0,2800000,0,0,1,0
23308363,8297,f,2298269.0,2800000,0,0,1,0
21936723,8297,f,2289972.0,2800000,0,0,1,0
23309109,8297,f,2289972.0,2800000,0,0,1,0
20916751,8297,f,2289972.0,2800000,0,0,1,0
21729008,8297,f,2289972.0,2800000,0,0,1,0
23203977,8297,f,2289972.0,2800000,0,0,1,0
28096253,7634,f,2282566.0,2800000,0,0,1,0
21699078,8231,f,2279987.0,2800000,0,0,1,0
20673887,8231,f,2279987.0,2800000,0,0,1,0
30583512,1940,f,2277627.0,2800000,0,0,1,0
21801350,8231,f,2271756.0,2800000,0,0,1,0
39333777,7302,f,2270922.0,2800000,0,0,1,0
3087892,5974,f,2270150.0,2800000,0,0,1,0
26603356,6638,f,2263558.0,2800000,0,0,1,0
3775492,6173,f,2253145.0,2800000,0,0,1,0
27728121,7966,f,2246412.0,2800000,0,0,1,0
32020020,8629,f,2243540.0,2800000,0,0,1,0
20832799,8098,f,2243146.0,2800000,0,0,1,0
16575621,8098,f,2235048.0,2800000,0,0,1,0
19573907,8098,f,2235048.0,2800000,0,0,1,0
29895575,5974,f,2231316.0,2800000,0,0,1,0
30031182,7966,f,2230480.0,2800000,0,0,1,0
30734144,6000,f,2222500.0,2800000,0,0,1,0
29153461,5908,f,2219832.0,2800000,0,0,1,0
42310245,7966,f,2214548.0,2800000,0,0,1,0
17809808,7966,f,2214548.0,2800000,0,0,1,0
33172223,7966,f,2214548.0,2800000,0,0,1,0
14014533,7966,f,2206582.0,2800000,0,0,1,0
33599578,7966,f,2206582.0,2800000,0,0,1,0
19456939,7966,f,2206582.0,2800000,0,0,1,0
34616159,7966,f,2198616.0,2800000,0,0,1,0
33879678,7966,f,2198616.0,2800000,0,0,1,0
34616155,7966,f,2198616.0,2800000,0,0,1,0
20653309,7966,f,2198616.0,2800000,0,0,1,0
40026187,7966,f,2198616.0,2800000,0,0,1,0
29412762,7966,f,2198616.0,2800000,0,0,1,0
42334542,7903,f,2197034.0,2800000,0,0,1,0
34531889,6572,f,2195048.0,2800000,0,0,1,0
21396613,6000,f,2190000.0,2800000,0,0,1,0
26778729,6000,f,2190000.0,2800000,0,0,1,0
34570419,6306,f,2183498.0,2800000,0,0,1,0
36871415,5974,f,2180510.0,2800000,0,0,1,0
36902003,5974,f,2180510.0,2800000,0,0,1,0
15779492,5974,f,2180510.0,2800000,0,0,1,0
29397941,5974,f,2180510.0,2800000,0,0,1,0
38891565,5974,f,2180510.0,2800000,0,0,1,0
14237431,5974,f,2180510.0,2800000,0,0,1,0
39917316,5974,f,2180510.0,2800000,0,0,1,0
20676835,7899,f,2180124.0,2800000,0,0,1,0
16700449,7899,f,2180124.0,2800000,0,0,1,0
21801957,7899,f,2180124.0,2800000,0,0,1,0
34941803,6306,f,2176196.0,2800000,0,0,1,0
20556592,7833,f,2161908.0,2800000,0,0,1,0
27648436,3916,f,2142981.0,2800000,0,0,1,0
36066976,7966,f,2142854.0,2800000,0,0,1,0
9755201,5841,f,2131965.0,2800000,0,0,1,0
40235349,9293,f,2128097.0,2800000,0,0,1,0
21961112,4978,f,2127722.0,2800000,0,0,1,0
13561772,9426,f,2118202.0,2800000,0,0,1,0
27189699,7500,f,2115000.0,2800000,0,0,1,0
22601833,4580,f,2113838.0,2800000,0,0,1,0
31067208,7302,f,2110278.0,2800000,0,0,1,0
29302136,5775,f,2107875.0,2800000,0,0,1,0
13019997,5775,f,2107875.0,2800000,0,0,1,0
18194318,7634,f,2106984.0,2800000,0,0,1,0
16577034,7634,f,2106984.0,2800000,0,0,1,0
21738881,7567,f,2088492.0,2800000,0,0,1,0
22001065,5642,f,2086994.0,2800000,0,0,1,0
22009019,5900,f,2084030.0,2800000,0,0,1,0
15296170,5709,f,2083785.0,2800000,0,0,1,0
10801250,8297,f,2082547.0,2800000,0,0,1,0
41711193,5700,f,2080500.0,2800000,0,0,1,0
28890594,6638,f,2071056.0,2800000,0,0,1,0
16578088,7501,f,2070276.0,2800000,0,0,1,0
31794850,5642,f,2059330.0,2800000,0,0,1,0
21976736,5642,f,2059330.0,2800000,0,0,1,0
28755464,5642,f,2059330.0,2800000,0,0,1,0
29405847,6000,f,2052000.0,2800000,0,0,1,0
26500460,6572,f,2047787.0,2800000,0,0,1,0
37593681,2655,f,2043227.0,2800000,0,0,1,0
22385399,5310,f,2039571.0,2800000,0,0,1,0
33631364,5908,f,2036883.0,2800000,0,0,1,0
5297951,5576,f,2035240.0,2800000,0,0,1,0
13494223,7368,f,2033568.0,2800000,0,0,1,0
29884591,5642,f,2033180.0,2800000,0,0,1,0
4518178,5244,f,2024508.0,2800000,0,0,1,0
9138042,3983,f,2024134.0,2800000,0,0,1,0
41372773,7302,f,2022654.0,2800000,0,0,1,0
32398769,7302,f,2022654.0,2800000,0,0,1,0
23038687,6439,f,2015407.0,2800000,0,0,1,0
34671738,7302,f,2015352.0,2800000,0,0,1,0
13634767,7302,f,2015352.0,2800000,0,0,1,0
41469827,7302,f,2015352.0,2800000,0,0,1,0
3990394,7527,f,2006838.0,2800000,0,0,1,0
11889458,5974,f,2001290.0,2800000,0,0,1,0
4303387,7966,f,1991500.0,2000000,0,1,0,0
41460791,6638,f,1991400.0,2000000,0,1,0,0
3990074,2589,f,1987750.0,2000000,0,1,0,0
22554185,5443,f,1986695.0,2000000,0,1,0,0
38699081,6638,f,1986621.0,2000000,0,1,0,0
35461043,5419,f,1977935.0,2000000,0,1,0,0
38669549,8629,f,1976041.0,2000000,0,1,0,0
34366890,5389,f,1966985.0,2000000,0,1,0,0
33243845,3319,f,1960069.0,2000000,0,1,0,0
524922,6638,f,1950276.0,2000000,0,1,0,0
34973294,7036,f,1948972.0,2000000,0,1,0,0
32591909,3983,f,1947409.0,2000000,0,1,0,0
23465277,5974,f,1941550.0,2000000,0,1,0,0
21528874,7000,f,1939000.0,2000000,0,1,0,0
13752822,5310,f,1938150.0,2000000,0,1,0,0
38946571,5310,f,1938150.0,2000000,0,1,0,0
15126229,5310,f,1938150.0,2000000,0,1,0,0
3103305,5310,f,1938150.0,2000000,0,1,0,0
22582525,5310,f,1938150.0,2000000,0,1,0,0
30179466,5310,f,1938150.0,2000000,0,1,0,0
10857505,5310,f,1938150.0,2000000,0,1,0,0
23827323,5310,f,1938150.0,2000000,0,1,0,0
5001879,5310,f,1938150.0,2000000,0,1,0,0
37124575,5310,f,1938150.0,2000000,0,1,0,0
22247023,5310,f,1938150.0,2000000,0,1,0,0
8941114,5310,f,1938150.0,2000000,0,1,0,0
31266445,5310,f,1938150.0,2000000,0,1,0,0
22402187,5310,f,1938150.0,2000000,0,1,0,0
41593630,5310,f,1938150.0,2000000,0,1,0,0
23807995,5310,f,1938150.0,2000000,0,1,0,0
2070514,5310,f,1938150.0,2000000,0,1,0,0
38107122,8961,f,1935588.0,2000000,0,1,0,0
24371114,5310,f,1932840.0,2000000,0,1,0,0
21784464,6970,f,1930690.0,2000000,0,1,0,0
25456651,6970,f,1930690.0,2000000,0,1,0,0
29697553,2655,f,1925292.0,2000000,0,1,0,0
15520846,6970,f,1923720.0,2000000,0,1,0,0
23289635,6970,f,1923720.0,2000000,0,1,0,0
25861380,6970,f,1923720.0,2000000,0,1,0,0
21726731,6970,f,1923720.0,2000000,0,1,0,0
38412252,5974,f,1922724.0,2000000,0,1,0,0
36297751,5200,f,1920710.0,2000000,0,1,0,0
39689128,5310,f,1919674.0,2000000,0,1,0,0
24282558,6638,f,1918418.0,2000000,0,1,0,0
1238525,3983,f,1918341.0,2000000,0,1,0,0
30790439,8629,f,1918050.0,2000000,0,1,0,0
24944667,8629,f,1917054.0,2000000,0,1,0,0
34838180,5310,f,1916910.0,2000000,0,1,0,0
28490023,5244,f,1914060.0,2000000,0,1,0,0
7147124,5244,f,1914060.0,2000000,0,1,0,0
23085465,5244,f,1914060.0,2000000,0,1,0,0
28688435,9957,f,1911744.0,2000000,0,1,0,0
29051806,5045,f,1908335.0,2000000,0,1,0,0
23388084,6903,f,1905228.0,2000000,0,1,0,0
25837684,6903,f,1905228.0,2000000,0,1,0,0
27570102,6903,f,1905228.0,2000000,0,1,0,0
23352659,3983,f,1905187.0,2000000,0,1,0,0
41476512,2522,f,1904195.0,2000000,0,1,0,0
878031,5310,f,1890360.0,2000000,0,1,0,0
42242833,5178,f,1889970.0,2000000,0,1,0,0
12263176,5178,f,1889970.0,2000000,0,1,0,0
41065252,7904,f,1889056.0,2000000,0,1,0,0
8794245,4978,f,1886026.0,2000000,0,1,0,0
39058096,6638,f,1883477.0,2000000,0,1,0,0
32380154,4580,f,1878868.0,2000000,0,1,0,0
34973368,6771,f,1875567.0,2000000,0,1,0,0
34973312,6771,f,1875567.0,2000000,0,1,0,0
34973365,6771,f,1875567.0,2000000,0,1,0,0
34973323,6771,f,1875567.0,2000000,0,1,0,0
13511751,7966,f,1872010.0,2000000,0,1,0,0
16797752,6638,f,1871916.0,2000000,0,1,0,0
33068307,9957,f,1871916.0,2000000,0,1,0,0
39370510,6638,f,1871916.0,2000000,0,1,0,0
34038565,6638,f,1871916.0,2000000,0,1,0,0
40562464,9957,f,1871916.0,2000000,0,1,0,0
9426520,5642,f,1866211.0,2000000,0,1,0,0
41498922,9957,f,1861959.0,2000000,0,1,0,0
18155330,9957,f,1861959.0,2000000,0,1,0,0
14773307,9957,f,1861959.0,2000000,0,1,0,0
32339494,3319,f,1857811.0,2000000,0,1,0,0
619485,4978,f,1856690.0,2000000,0,1,0,0
15351839,5310,f,1853866.0,2000000,0,1,0,0
42376506,6572,f,1853304.0,2000000,0,1,0,0
5414540,6572,f,1853304.0,2000000,0,1,0,0
28148589,6638,f,1845364.0,2000000,0,1,0,0
27758032,6638,f,1845364.0,2000000,0,1,0,0
21108914,6638,f,1845364.0,2000000,0,1,0,0
20447501,6638,f,1845364.0,2000000,0,1,0,0
32939612,1048,f,1844141.0,2000000,0,1,0,0
29589282,5045,f,1841425.0,2000000,0,1,0,0
7789986,7634,f,1838920.0,2000000,0,1,0,0
30038995,6638,f,1838726.0,2000000,0,1,0,0
39019705,6638,f,1838726.0,2000000,0,1,0,0
16121789,6638,f,1838726.0,2000000,0,1,0,0
34892882,6638,f,1838726.0,2000000,0,1,0,0
30590973,6638,f,1838726.0,2000000,0,1,0,0
28429740,6638,f,1838726.0,2000000,0,1,0,0
28858145,6638,f,1838726.0,2000000,0,1,0,0
14134658,6638,f,1838726.0,2000000,0,1,0,0
30549942,7302,f,1832802.0,2000000,0,1,0,0
29481898,7966,f,1832180.0,2000000,0,1,0,0
34670648,6638,f,1832088.0,2000000,0,1,0,0
34777911,6638,f,1832088.0,2000000,0,1,0,0
37829971,6638,f,1832088.0,2000000,0,1,0,0
37829418,6638,f,1832088.0,2000000,0,1,0,0
34670642,6638,f,1832088.0,2000000,0,1,0,0
15510266,6638,f,1832088.0,2000000,0,1,0,0
12796119,6638,f,1832088.0,2000000,0,1,0,0
40471502,5000,f,1825000.0,2000000,0,1,0,0
18339390,5000,f,1825000.0,2000000,0,1,0,0
15941178,6572,f,1820444.0,2000000,0,1,0,0
33490275,6500,f,1820000.0,2000000,0,1,0,0
23148941,5111,f,1817273.0,2000000,0,1,0,0
40259137,4978,f,1816970.0,2000000,0,1,0,0
37150347,4978,f,1816970.0,2000000,0,1,0,0
19885752,4978,f,1816970.0,2000000,0,1,0,0
17153143,4978,f,1816970.0,2000000,0,1,0,0
17478943,4978,f,1816970.0,2000000,0,1,0,0
16890623,4978,f,1816970.0,2000000,0,1,0,0
21125749,6572,f,1813872.0,2000000,0,1,0,0
15372145,6572,f,1813872.0,2000000,0,1,0,0
21289524,6572,f,1813872.0,2000000,0,1,0,0
40693003,5974,f,1810122.0,2000000,0,1,0,0
30764311,4950,f,1806750.0,2000000,0,1,0,0
42688065,5310,f,1805400.0,2000000,0,1,0,0
40150055,5000,f,1796540.0,2000000,0,1,0,0
15336261,6505,f,1795380.0,2000000,0,1,0,0
28205670,5642,f,1794150.0,2000000,0,1,0,0
21845000,6500,f,1794000.0,2000000,0,1,0,0
42203091,6500,f,1794000.0,2000000,0,1,0,0
33454983,4182,f,1792882.0,2000000,0,1,0,0
20707203,5310,f,1789470.0,2000000,0,1,0,0
21786482,4900,f,1788500.0,2000000,0,1,0,0
40749067,4900,f,1788500.0,2000000,0,1,0,0
16481478,6306,f,1778292.0,2000000,0,1,0,0
14866151,6439,f,1777164.0,2000000,0,1,0,0
21261544,7302,f,1773984.0,2000000,0,1,0,0
13857029,3186,f,1769757.0,2000000,0,1,0,0
22864643,4846,f,1768790.0,2000000,0,1,0,0
29257993,6638,f,1765444.0,2000000,0,1,0,0
33514833,4647,f,1765107.0,2000000,0,1,0,0
34973341,6372,f,1765044.0,2000000,0,1,0,0
34973336,6372,f,1765044.0,2000000,0,1,0,0
34973381,6372,f,1765044.0,2000000,0,1,0,0
34973310,6372,f,1765044.0,2000000,0,1,0,0
30319781,6173,f,1759305.0,2000000,0,1,0,0
15511665,6372,f,1758672.0,2000000,0,1,0,0
30224028,5642,f,1754662.0,2000000,0,1,0,0
39205251,4647,f,1754487.0,2000000,0,1,0,0
19891709,4647,f,1748288.0,2000000,0,1,0,0
26252445,6306,f,1746762.0,2000000,0,1,0,0
6879590,4779,f,1744335.0,2000000,0,1,0,0
33241019,4779,f,1744335.0,2000000,0,1,0,0
20791164,2921,f,1743032.0,2000000,0,1,0,0
38139729,8000,f,1742260.0,2000000,0,1,0,0
29925586,1593,f,1738465.0,2000000,0,1,0,0
24265812,9293,f,1737791.0,2000000,0,1,0,0
29409487,3983,f,1737561.0,2000000,0,1,0,0
29422173,4647,f,1735226.0,2000000,0,1,0,0
1020782,4647,f,1730579.0,2000000,0,1,0,0
11127694,5377,f,1724908.0,2000000,0,1,0,0
15221648,5841,f,1723095.0,2000000,0,1,0,0
34880354,5510,f,1721730.0,2000000,0,1,0,0
24096491,8297,f,1717479.0,2000000,0,1,0,0
34859238,4978,f,1713458.0,2000000,0,1,0,0
34973375,6173,f,1709921.0,2000000,0,1,0,0
29660591,4647,f,1709157.0,2000000,0,1,0,0
39437647,4450,f,1705930.0,2000000,0,1,0,0
23017081,5974,f,1701280.0,2000000,0,1,0,0
41733429,4580,f,1700916.0,2000000,0,1,0,0
28428024,9293,f,1700619.0,2000000,0,1,0,0
30043532,4647,f,1696155.0,2000000,0,1,0,0
17812522,4647,f,1696155.0,2000000,0,1,0,0
37599188,4647,f,1696155.0,2000000,0,1,0,0
17788056,4647,f,1696155.0,2000000,0,1,0,0
7035610,4647,f,1696155.0,2000000,0,1,0,0
29364054,4647,f,1696155.0,2000000,0,1,0,0
25844328,4647,f,1696155.0,2000000,0,1,0,0
30322493,4647,f,1696155.0,2000000,0,1,0,0
2492324,4647,f,1696155.0,2000000,0,1,0,0
32194489,4647,f,1696155.0,2000000,0,1,0,0
12748942,4647,f,1696155.0,2000000,0,1,0,0
34742887,4647,f,1696155.0,2000000,0,1,0,0
28802144,4647,f,1696155.0,2000000,0,1,0,0
20229195,4647,f,1696155.0,2000000,0,1,0,0
11797787,4647,f,1696155.0,2000000,0,1,0,0
16568262,4647,f,1696155.0,2000000,0,1,0,0
22884603,4647,f,1696155.0,2000000,0,1,0,0
27550471,4647,f,1696155.0,2000000,0,1,0,0
5271993,4647,f,1696155.0,2000000,0,1,0,0
17139962,4647,f,1696155.0,2000000,0,1,0,0
2872633,4647,f,1696155.0,2000000,0,1,0,0
41765780,4647,f,1696155.0,2000000,0,1,0,0
27874220,4647,f,1696155.0,2000000,0,1,0,0
11435020,4647,f,1696155.0,2000000,0,1,0,0
33266535,4647,f,1696155.0,2000000,0,1,0,0
3361255,4647,f,1696155.0,2000000,0,1,0,0
39765555,5974,f,1689261.0,2000000,0,1,0,0
7592869,4116,f,1688708.0,2000000,0,1,0,0
29673567,5974,f,1686175.0,2000000,0,1,0,0
33430238,6638,f,1686052.0,2000000,0,1,0,0
15269601,6107,f,1685532.0,2000000,0,1,0,0
37154316,5974,f,1684668.0,2000000,0,1,0,0
30957644,5974,f,1678694.0,2000000,0,1,0,0
25074428,797,f,1674985.0,2000000,0,1,0,0
886938,5908,f,1667958.0,2000000,0,1,0,0
41349964,5310,f,1665980.0,2000000,0,1,0,0
9296196,3850,f,1663232.0,2000000,0,1,0,0
40152869,6000,f,1662000.0,2000000,0,1,0,0
22599876,6000,f,1662000.0,2000000,0,1,0,0
34220146,5974,f,1660772.0,2000000,0,1,0,0
30366389,6638,f,1659500.0,2000000,0,1,0,0
24944658,8629,f,1656768.0,2000000,0,1,0,0
38870194,6000,f,1656000.0,2000000,0,1,0,0
35917284,6000,f,1656000.0,2000000,0,1,0,0
41333280,5974,f,1654798.0,2000000,0,1,0,0
16174087,5974,f,1654798.0,2000000,0,1,0,0
24494467,5974,f,1654798.0,2000000,0,1,0,0
36734479,8297,f,1651103.0,2000000,0,1,0,0
36526350,4647,f,1648938.0,2000000,0,1,0,0
20325224,5974,f,1648824.0,2000000,0,1,0,0
4544544,5974,f,1648824.0,2000000,0,1,0,0
33780992,5974,f,1648824.0,2000000,0,1,0,0
32365688,5974,f,1648824.0,2000000,0,1,0,0
33138908,5642,f,1648609.0,2000000,0,1,0,0
21894451,5310,f,1648160.0,2000000,0,1,0,0
21878230,4978,f,1647718.0,2000000,0,1,0,0
22014509,4514,f,1647610.0,2000000,0,1,0,0
31499706,4500,f,1642500.0,2000000,0,1,0,0
31345923,4500,f,1642500.0,2000000,0,1,0,0
9652583,4500,f,1642500.0,2000000,0,1,0,0
28836658,4500,f,1642500.0,2000000,0,1,0,0
